review_text,rating_5,platform,sentiment_3
"A Fuir !!!!Toujours en attente de mon remboursement car annulation de vol après je ne sais combien d'échange de mail , je reste toujours dans l'attente.....",1.0,Trustpilot,Negative
"Plusieurs vols à mon compte Paris Orly - Casablanca AR chez cette compagnie, aucun retard ou de vol annulés.
Vol agréable ainsi que le service et personnels à l'écoute !",5.0,Trustpilot,Positive
"J'ai raté mon vol suite à une erreur lors de l'enregistrement, ils refusent de me rembourser. j'ai racheté un nouveau billet à 285€ puis j'ai constaté que mon solde de points est passé de 3000 à -350.
J'ai fait une réclamation, relancé plusieurs fois mais rien ne se passe.",1.0,Trustpilot,Negative
"Très dessus de délai de traitement des reclamation.

J'ai acheté des billets ROYAL Air Maroc sur une plate forme KIWI COM, pour un vol le 18 août 2020.

Suite au covid vol annulé, demande faute auprès se la plate forme afin d'être remboursé. Un avoir ROYAL Air Maroc m'a été transmis par KIWI.COM.
J'appelle ROYAL Air Maroc mais avoirs non utilisables car remboursement aurait été effectué par ROYAL Air Maroc à KIWI.COM.

Résultats 700 euros dans la nature KIWI.COM et ROYAL Air Maroc se renvoie la bal.

ROYAL air maroc j'attends de votre part une preuve de virement de remboursement à KIWI Com.",1.0,Trustpilot,Negative
Plus jamais cette compagnie qui respecte aucun de c est client bagage retardé de 7 jour aucun retour ni de dédommagement honteux,1.0,Trustpilot,Negative
"Cela fait plus de 6heures que nois sommes à l'aeroport. Vol en continuation qui devait decoller à 9h50 a été reporté à 11h45 et pile à cette heure, nouveau report d'une heure (12h50). Depuis la veille 23h nous sommes dans les aeroports",1.0,Trustpilot,Negative
"Une étoile et encore parce qu on ne peut pas ne rien mettre...
Depuis juin 2020 j'attends le remboursement de 4 billets... Après des centaines de mails, d'appels et d'échanges avec différents interlocuteurs je n'ai obtenu que des promesses... Récemment même un billet réservé avec des miles dont la réservation n'a pu aboutir a entraîné le débit de milliers de miles qui n'ont jamais été restitués.... Comment une compagnie aussi malhonnête peut encore exister sans être inquiétée ???",1.0,Trustpilot,Negative
"La totale ! Surbooking, retards, annulations, non communication, service nul, Hergé ment médiocre… de quoi gâcher votre séjour à votre retour !",1.0,Trustpilot,Negative
"⚠️ ⚠️ ⚠️ très mauvaise compagnie, j'ai eu une erreur d'enregistrement de mon vol et j'ai payé un autre billet,et c'était un billet business class et malgré cela à mon arrivée ils ont perdu ma valise, j'ai dû attendre deux semaines pour la récupérer, et en la récupérant je trouve qu'elle a été ouverte et qu'il y a eu du vol même s'il y avait une fermeture de sécurité, alors faites attention à vos bagages n'y laissez jamais des objets de valeur pour ces voleurs .",1.0,Trustpilot,Negative
"CATASTROPHIQUE: suite à des retards de vol internationaux (Marakech/Casablanca/Tel Aviv, nous avons du passer une journée sur Casablanca (avec 5 enfants en bas age et ma femme enceinte) à mon retour j'envoi une lettre de réclamation et je recois un courrier comme quoi il faut passer par le site mais sur leur onglet ""reclamation"" ils demandent des numeros de référence introuvable et personne par telephone ne sais comment vous aider. Il font tout pour ne pas avoir à débourser le moindre euro!! Je déconseille cette compagnie",1.0,Trustpilot,Negative
"Vol de Montréal Casablanca
Avion sale siège défectueux écran ne fonctionne pas tablette brisée mon siège ne s incliné pas l impression être assis sur une planche de bois personnel insuffisant aucun espace pour les jambes et que dire du passage si t as le bras ou la jambe moindrement sortis de qqe sentimetres tu te fais ramasser par le chariot. J ai passé 4 hrs debout près des toilettes aucun confort
À mon départ il te casse les oreilles avec leur musique folklorique heureusement que ç est avant le décalage et vol en retard
Le seul point positif est la nourriture",1.0,Trustpilot,Negative
"une mauvaise experience a bord ,surtout avec un stewart qui s appel saad ,j'ai demandé du poisson a mon bébé de 2 ans monsieur saad sans avoir froid aux yeux me répond il n'y as pas repas pour bébé je peux pas vous servir malgré que j'ai pas demandé tout le repas ... , y'a même pas un degré d'humanité et j'ai même proposé de payer ,il m'a répondu les plats sont offerts pour juste les clients et pas les bébés ,d'abord rien n'est gratuit on paye comme même notre ticket et c'est inclus , et c'est pas grave de faire une exception pour mon bébé.
pour le duty free je voulais acheté un coffret de yves saint laurent et le payer par carte de crédit encore une fois saad me dit la machine ne marche pas ,il faut de l'espèce en devise international ,et pas en devise marocaine ( Donnez de la valeur à notre devise marocaine si vous voulez que les autres vous respectent et vous apprécient )
le seul stewart qui était vraiment professionnel c'est amine il connaît bien son boulot, il y'a aussi mohamed qui sait pas prendre une décision en se référant toujours a saad et qui doit lui demander n'importe quel question ,on dirait il a peur de son ombre ,pour les femmes à bord très gentil.",2.0,Trustpilot,Negative
"Réf LyLd 36

HORRIBLE HORRIBLE HORRIBLE
Ce sont des arnaqueurs et des incompétent, j'ai appelé pour annulé un billet (une personne) ils mon annulé tout le groupe, pour récupérer les places ils m'ont demandé de payer 2900 euros de différence, c'est la pire expérience que j'ai eu avec qlq, ne faites pas l'erreur de réserver avec ces gens arnaqueurs",1.0,Trustpilot,Negative
"On me l’avait déjà dit . A tout les coups, quand y’a pas assez de passagers dans les vols intérieurs marocains ils annulent le vol mais cette fois-ci sans même mettre à disposition un car . Ils ne respectent pas les règles du jeu d’une compagnie sérieuse , ils n’avertissent pas, le capitalisme quand ça les arrange . Cette fois ci sa passe pas car je n’étais pas présente au décès de ma mère alors que j’aurais pu être présente si l’avion n’avait pas été annulé . Je déteste désormais cette compagnie pour le restant de ma vie . Elle est exactement à l’image même du ""khoroto"" : la corruption , la vénalité , le mépris, le désordre . Quelle enfer d’être confronté à une telle société !
Vol Casa Fes du samedi 29 avril",1.0,Trustpilot,Negative
"Ne voyagez pas avec cette compagnie !!!!
Vol annulé cause covid depuis 3 ans : toujours pas de remboursement malgré la réception de mails qui me disent qu ils vont me créditer mon compte. Maintenant ils ne répondent plus. Fuyez !!!!!",1.0,Trustpilot,Negative
"Je prends régulièrement la RAM pour faire Paris-Casablanca. Très peu de retard jusqu'aujourd'hui. La compagnie prévient rapidement lorsqu'il y a un changement d'horaire. Qu'importe l'horaire, j'ai toujours eu un repas complet de bonne qualité. Beaucoup d'horaires disponibles de 7h à 18h ce qui laisse un large choix pour prendre son billet. Enregistrement rapide à Casa, un peu plus de temps à Paris. Seul bémol, les prix sont devenus plus chers, parfois un peu trop pour seulement 3h de vol.",4.0,Trustpilot,Positive
"Voleurs! 3 ans que j’attends d’être remboursée pour 4 billets d’avion annulés par la compagnie pour cause de confinement dû au Covid. J’appelle sans cesse, j’envoie des e-mails et RIEN on me dit oui oui on va vous rembourser afin de me raccrocher au nez mais toujours RIEN à ce jour. Je suis contrainte de faire appel à la justice pour récupérer mon argent.",1.0,Trustpilot,Negative
5h de retard a l’aller et vol annulé au retour,1.0,Trustpilot,Negative
"une vraie arnaque cette compagnie aérienne !!
a mon retour de voyage de noce, notre vol a été annuler, on nous a proposé un retour 24h plus tard !! on nous a mis dans un hôtel miteux a Casablanca sans même une bouteille d'eau offerte, le repas ? c'était plutôt un plateau même à la cantine du collège nous étions mieux servis, une honte quand on voit les prix des billets ! une réclamation a été faite comme demander par la RAM + plusieurs appels sans succès, on nous prend pour des imbéciles quand on appel , on nous précise que c'est en court de traitement !! une honte fuyez vraiment je crois que même ryanair est mieux classé !",1.0,Trustpilot,Negative
"Horrible!
La compagnie la plus médiocre qui soit. Une véritable honte. Ils m’ont perdu mon bagage et me font vivre depuis un enfer. Je n’ai plus aucune nouvelle après leur avoir envoyé une trentaine de courriels et après avoir passé une cinquantaine de coups de téléphone. Ils sont menteurs, escrocs, d’une impolitesse extrême. Bref voyager avec eux c’est voyager à vos risques et péril.",1.0,Trustpilot,Negative
"Remboursement impossible d'un vol annulé par la compagnie malgré plusieurs relances.
Je déconseille cette compagnie.",1.0,Trustpilot,Negative
"Pratique de la
Discrimination lors de l’envoi des clients vers des hôtels pendant les escales , mettent les arabes et noir dans une partie hôtel pourrie et les européens dans une partie plus luxueuse ! Un scandale pour un pays musulman !!",1.0,Trustpilot,Negative
A fuire Royal air Maroc des voleurs a ce jour il refuse de me rembourser les billets de la période du Covid ils m’ont pris deux cents euros frais de service et traitement le reste ça fait 4mois que je réclame rien du tout . Vive Air France,1.0,Trustpilot,Negative
"Suite à notre demande de remboursement d'un avoir, vous nous avez informé que le virement a été effectué, or que le compte destinataire a été clôturé (preuve fournie par mail), mais vous refusez de refaire le virement sur le bon compte, j'appelle ça du vol!!!!",1.0,Trustpilot,Negative
"Ne rembourse pas ses clients malgré les relances, appels aucun sens du client",1.0,Trustpilot,Negative
"Le pire vol effectué de ma vie !
Pendant le décollage, le steward est encore dans l'allée pendant que l'avion est sur la piste en plein poussée, les écrans d'information des consignes tournent encore et ne sont pas repliés...je n'ai jamais vu ça !
Aucune rigueur.
Tout est à moitié déglingué dans l'avion ( les ampoules d'éclairage du plafond clignotent pendant le vol !) Les Accoudoirs et les fauteuils sont hors d'usage...)
A l'atterrissage, c'est pire. Le personnel de bord mange plateau repas sur les genoux en plein atterrissage ! Personne n'est attaché. Après 2 ou 3 manœuvres très bizarres l'avion touche enfin le sol et là commence un long moment de virées à droite et à gauche a Orly... j'ai cru que jamais nous n'allions nous arrêter...
Je précise que j'ai travaillé 15 ans dans l'aéronautique, dans la maintenance et que j'ai pris l'avion au moins 100 fois dans ma vie et je n'ai jamais constaté cela sir aucune compagnie même lowcost.
D'une nature positive et confiante, j'ai eu peur pour le première fois de ma vie.
Merci de m'avoir ramené en vie chez moi mais plus jamais cette compagnie.
L'attitude du personnel de bord est vraiment limite. ( chemise sale, textuellement je vais pisser main a la braguette...ect..) hallucinant.

Vol Fès /Orly le 12 mars 2023 à 18h20 rangée 33. Boeing 737-800
Désolé mais j'aurais aimé commenter autre chose, n'oublions pas que les catastrophes commencent par des petits détails de manque de rigueur.

A RAM : Si vous n'êtes convaincu de mon expérience regarder les vidéo de surveillance et les enregistrements avant de me contacter ou de répondre svp.",1.0,Trustpilot,Negative
